City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
169,pucallpa,-8.3791,-74.5539,25.02,94,20,1.54,PE,1704694364
170,hawaiian paradise park,19.5933,-154.9731,21.73,96,100,0.0,US,1704694364
171,vernon,50.2581,-119.2691,-6.83,90,94,0.65,CA,1704694058
172,reggane,26.7158,0.1714,14.42,31,74,3.08,DZ,1704694366
173,charters towers,-20.1,146.2667,32.03,48,95,4.34,AU,1704694366
174,quelimane,-17.8786,36.8883,27.97,83,75,1.54,MZ,1704694367
175,senges,-24.1128,-49.4636,20.96,79,0,0.84,BR,1704694368
176,codrington,-38.2667,141.9667,16.71,82,98,7.36,AU,1704694368
177,san patricio,28.017,-97.5169,20.47,74,36,10.6,US,1704694369
178,moree,-29.4667,149.85,27.22,58,100,5.99,AU,1704694370
179,puerto natales,-51.7236,-72.4875,4.41,87,67,4.38,CL,1704694370
180,kerikeri,-35.2268,173.9474,19.83,69,0,3.34,NZ,1704694207
181,bubaque,11.2833,-15.8333,26.01,48,22,5.77,GW,1704694372
182,nefteyugansk,61.0998,72.6035,-13.26,96,100,3.11,RU,1704694373
183,rongelap,11.1635,166.8941,27.12,77,63,9.4,MH,1704694374
184,san antonio de pale,-1.4014,5.6325,27.7,76,36,5.49,GQ,1704694374
185,graaff-reinet,-32.2522,24.5308,16.07,90,96,2.51,ZA,1704694375
186,betio village,1.358,172.9211,30.02,78,99,7.13,KI,1704694376
187,mahibadhoo,3.7833,72.9667,27.74,73,89,3.32,MV,1704694377
188,vetovo,43.7,26.2667,0.75,78,100,6.38,BG,1704694377
189,petropavlovsk-kamchatsky,53.0452,158.6483,-15.68,82,20,4.47,RU,1704694378
190,rio grande,-32.035,-52.0986,22.19,91,81,3.06,BR,1704694379
191,oasis,33.4659,-116.0989,11.94,36,0,3.09,US,1704694379
192,port shepstone,-30.7414,30.455,22.28,86,100,4.24,ZA,1704694380
193,nanao,37.05,136.9667,3.11,69,98,4.07,JP,1704694381
194,san luis,-33.295,-66.3356,20.77,80,5,3.21,AR,1704694382
195,robstown,27.7903,-97.6689,20.42,80,100,12.35,US,1704694384
196,vorgashor,67.5833,63.95,-24.23,100,98,2.51,RU,1704694384
197,nishinoomote,30.7333,131.0,10.31,61,20,6.17,JP,1704694385
198,phan rang-thap cham,11.5667,108.9833,29.07,56,98,6.15,VN,1704694386
199,puerto san jose,13.9256,-90.8244,23.28,85,21,1.99,GT,1704694160
200,saint-philippe,-21.3585,55.7679,28.77,77,61,3.88,RE,1704694387
201,noyabrsk,63.1994,75.4507,-19.31,98,100,5.81,RU,1704694388
202,matadi,-5.8167,13.45,24.01,91,97,0.81,CD,1704694389
203,haiku-pauwela,20.9219,-156.3051,23.47,80,40,5.14,US,1704694390
204,rawlins,41.7911,-107.2387,-5.06,63,100,5.66,US,1704694390
205,asuncion nochixtlan,17.4667,-97.2333,10.56,94,27,0.3,MX,1704694391
206,ilhabela,-23.7781,-45.3581,23.41,90,12,2.56,BR,1704694392
207,bairnsdale,-37.8333,147.6167,19.47,96,100,2.68,AU,1704694392
208,qaqortoq,60.7167,-46.0333,0.58,78,99,3.71,GL,1704694393
209,pontiac,42.6389,-83.2911,1.75,89,100,3.09,US,1704694394
210,ilebo,-4.3167,20.5833,22.91,91,93,0.18,CD,1704694396
211,tual,-5.6667,132.75,29.08,72,70,5.04,ID,1704694396
212,enewetak,11.3474,162.3373,27.19,72,30,9.52,MH,1704694398
213,morant bay,17.8815,-76.4093,25.79,84,9,4.5,JM,1704694398
214,friedland,51.4167,9.9333,-4.36,69,98,2.68,DE,1704694399
215,adam,22.3756,57.5233,22.67,45,1,3.7,OM,1704694400
216,castillos,-34.1667,-53.8333,19.37,97,100,2.2,UY,1704694400
217,san luis de la loma,17.2706,-100.8939,23.89,79,100,2.03,MX,1704694401
218,nova sintra,14.8667,-24.7167,21.66,66,94,6.53,CV,1704694402
219,nchelenge,-9.3451,28.734,20.45,93,100,0.54,ZM,1704694402
220,korla,41.7597,86.1469,-0.86,53,2,0.23,CN,1704694403
221,mazatlan,23.2167,-106.4167,20.51,80,75,0.45,MX,1704694404
222,banda aceh,5.5577,95.3222,29.7,72,34,6.52,ID,1704694404
223,gebeit,21.0667,36.3167,20.82,62,0,4.05,SD,1704694405
224,saint-louis,16.3333,-15.0,20.29,14,0,3.15,SN,1704694406
225,st. john's,47.5649,-52.7093,-5.02,85,75,7.72,CA,1704694346
226,recani,31.2846,-4.2688,7.59,49,0,0.88,MA,1704694407
227,aginskoye,51.1,114.53,-11.64,76,7,7.83,RU,1704694311
228,aykhal,66.0,111.5,-31.43,100,96,2.86,RU,1704694408
229,college,64.8569,-147.8028,-8.85,82,100,0.0,US,1704694293
230,novhorod-sivers'kyy,52.0058,33.2615,-16.45,89,100,5.91,UA,1704694410
231,abuyog,10.6667,125.05,27.93,81,88,4.48,PH,1704694410
232,suizhou,31.7111,113.3631,11.69,55,47,1.76,CN,1704694411
233,tolanaro,-25.0319,46.9987,27.12,79,44,6.53,MG,1704694412
234,timbuktu,16.7735,-3.0074,19.98,15,58,4.6,ML,1704694412
235,bridgewater,44.3835,-64.5155,-4.18,93,100,5.66,CA,1704694413
236,puerto aysen,-45.4,-72.7,6.77,99,82,1.96,CL,1704694414
237,utrik,11.2278,169.8474,27.0,68,33,8.45,MH,1704694415
238,kalmunai,7.4167,81.8167,27.68,80,97,3.78,LK,1704694163
239,fale old settlement,-9.3852,-171.2468,29.02,65,53,1.5,TK,1704694416
240,chagoda,59.164,35.3285,-15.22,83,22,4.34,RU,1704694418
241,tsiombe,-25.3,45.4833,29.85,63,10,3.38,MG,1704694418
242,azadshahr,34.7909,48.5707,8.16,17,14,2.46,IR,1704694159
243,sinjar,36.3209,41.8754,10.06,48,100,2.49,IQ,1704694420
244,nemuro,43.3236,145.575,-0.83,69,55,7.49,JP,1704694420
245,belmonte,-15.8631,-38.8828,25.12,90,99,2.19,BR,1704694421
246,villamontes,-21.25,-63.5,23.79,80,61,1.66,BO,1704694422
247,kralendijk,12.15,-68.2667,26.99,78,79,8.23,BQ,1704694227
248,kalisz,51.7611,18.091,-8.79,69,95,5.86,PL,1704694423
249,cukai,4.25,103.4167,29.97,87,96,4.69,MY,1704694424
250,sarandi del yi,-33.35,-55.6333,18.85,95,57,2.58,UY,1704694424
251,dieppe,49.75,1.1667,-1.9,82,5,0.89,FR,1704694318
252,sirte,31.2089,16.5887,11.87,49,81,7.03,LY,1704694427
253,manokwari,-0.8667,134.0833,28.58,72,79,3.0,ID,1704694428
254,kasungu,-13.0333,33.4833,19.78,95,100,1.29,MW,1704694428
255,vizinga,61.0749,50.1031,-18.62,98,98,2.66,RU,1704694429
256,manismata,-2.4667,111.0333,29.39,77,98,2.1,ID,1704694430
257,kisangani,0.5167,25.2,24.52,67,42,0.37,CD,1704694246
258,batangafo,7.3008,18.2833,20.65,21,91,1.17,CF,1704694431
259,plouzane,48.3833,-4.6167,4.03,90,100,2.57,FR,1704694432
260,aripuana,-9.1667,-60.6333,22.6,98,100,0.26,BR,1704694194
261,vilyuysk,63.7553,121.6247,-32.78,97,100,1.79,RU,1704694433
262,queenstown,-31.8976,26.8753,17.27,71,95,2.34,ZA,1704694434
263,hamilton,39.1834,-84.5333,2.16,88,100,2.06,US,1704694325
264,jumla,29.2747,82.1838,12.47,10,0,2.92,NP,1704694435
265,sitka,57.0531,-135.33,4.94,60,100,7.2,US,1704694286
266,brigantine,39.4101,-74.3646,3.91,84,0,26.38,US,1704694172
267,luanda,-8.8368,13.2343,24.16,79,72,3.04,AO,1704694159
268,guiberoua,6.2392,-6.1727,21.64,99,25,0.94,CI,1704694438
269,katoomba,-33.7198,150.3074,19.48,80,91,3.4,AU,1704694438
270,howard springs,-12.497,131.047,34.99,73,99,3.22,AU,1704694439
271,antsiranana,-12.2787,49.2917,29.3,71,99,1.82,MG,1704694440
272,kone,-21.0595,164.8658,28.05,70,94,2.07,NC,1704694440
273,odda,60.0691,6.5457,-4.02,70,2,2.13,NO,1704694441
274,saipan,15.1355,145.701,29.39,74,20,5.66,MP,1704694442
275,nogliki,51.8333,143.1667,-17.03,82,97,4.02,RU,1704694442
276,lompoc,34.6391,-120.4579,7.74,65,0,2.57,US,1704694443
277,guatrache,-37.6678,-63.5302,17.0,83,2,3.24,AR,1704694444
278,kourou,5.1552,-52.6478,26.03,90,30,3.29,GF,1704694444
279,beidaihehaibin,39.8222,119.5181,0.37,50,87,5.72,CN,1704694445
280,la'ie,21.6477,-157.9253,24.98,84,48,0.89,US,1704694446
281,nuuk,64.1835,-51.7216,-5.66,93,100,9.77,GL,1704694447
282,weno,7.4515,151.8468,29.97,66,40,4.12,FM,1704694447
283,tobelo,1.7284,128.0095,29.49,61,48,2.81,ID,1704694448
284,lardero,42.4269,-2.4615,2.4,87,75,4.12,ES,1704694449
285,dolneni,41.4253,21.4547,5.11,94,100,0.81,MK,1704694449
286,vorkuta,67.5,64.0,-23.5,100,98,2.86,RU,1704694450
287,heihe,50.2441,127.4902,-16.97,82,100,3.2,CN,1704694451
288,nadym,65.5333,72.5167,-18.69,97,100,4.03,RU,1704694452
289,east london,-33.0153,27.9116,19.52,94,20,4.12,ZA,1704694452
290,argo,37.6333,22.7333,8.21,76,23,2.51,GR,1704694453
291,xincheng,33.6333,115.1833,6.86,60,83,3.85,CN,1704694454
292,ponta delgada,37.7333,-25.6667,14.4,82,20,1.54,PT,1704694455
293,dayr hafir,36.1569,37.7078,9.74,66,85,3.12,SY,1704694455
294,lib,8.3122,167.3766,27.22,70,56,9.45,MH,1704694457
295,videira,-27.0083,-51.1517,19.23,82,49,1.11,BR,1704694457
296,crane,31.3974,-102.3501,11.8,74,32,16.8,US,1704694458
297,ulaangom,49.9811,92.0667,-20.02,96,99,1.22,MN,1704694459
298,cape coast,5.1053,-1.2466,26.96,85,20,2.06,GH,1704694459
299,axim,4.8699,-2.2405,26.36,87,19,2.48,GH,1704694460
300,san lawrenz,36.0553,14.204,11.67,61,35,13.17,MT,1704694461
301,corning,42.1428,-77.0547,0.09,85,100,2.06,US,1704694461
302,sinabang,2.4803,96.3801,29.88,68,53,1.3,ID,1704694462
303,chongwe,-15.3292,28.682,22.82,75,67,1.82,ZM,1704694463
304,wenchang,30.904,118.4887,7.06,61,100,0.6,CN,1704694463
305,laascaanood,8.4774,47.3597,22.15,36,16,8.03,SO,1704694464
306,zernograd,46.8452,40.3083,-1.6,85,97,7.99,RU,1704694465
307,bahia blanca,-38.7196,-62.2724,19.78,69,17,5.48,AR,1704694466
308,halfaya,35.2599,36.6057,11.24,75,47,0.95,SY,1704694466
309,port lincoln,-34.7333,135.8667,19.11,66,30,5.95,AU,1704694467
310,mil'kovo,55.6078,37.7956,-20.53,96,8,2.07,RU,1704694468
311,coro,11.4045,-69.6734,25.34,86,98,6.34,VE,1704694468
312,lima,-12.0432,-77.0282,23.28,78,75,5.14,PE,1704694230
313,thinadhoo,0.5333,72.9333,28.27,74,55,4.84,MV,1704694470
314,darwin,-12.4611,130.8418,35.03,67,75,5.66,AU,1704694471
315,phalodi,27.1333,72.3667,18.21,22,0,2.57,IN,1704694472
316,gualaceo,-2.9,-78.7833,14.53,96,100,1.29,EC,1704694472
317,black point,-34.6187,137.8972,20.33,70,42,8.69,AU,1704694473
318,busayra,30.7376,35.6078,12.83,41,14,1.0,JO,1704694474
319,muisne,0.6,-80.0333,24.81,91,99,4.84,EC,1704694475
320,mata-utu,-13.2816,-176.1745,28.52,74,100,0.86,WF,1704694475
321,joroinen,62.1782,27.8317,-7.23,91,100,4.51,FI,1704694477
322,dhidhdhoo,6.8833,73.1,27.95,75,86,2.24,MV,1704694478
323,saham,24.1722,56.8886,23.87,40,15,7.16,OM,1704694478
324,pimentel,-6.8367,-79.9342,22.16,83,0,3.09,PE,1704694479
325,kasempa,-13.4584,25.8338,20.4,91,94,3.06,ZM,1704694480
326,lakatoro,-16.0999,167.4164,28.72,76,75,2.1,VU,1704694480
327,jayapura,-2.5333,140.7,31.66,69,100,3.89,ID,1704694481
328,bowen,-20.0167,148.2333,29.13,72,100,6.82,AU,1704694482
329,holualoa,19.6228,-155.9522,22.91,84,0,3.6,US,1704694482
330,nago,26.5881,127.9761,22.47,52,74,2.39,JP,1704694483
331,los osos,35.3111,-120.8324,8.52,70,0,2.24,US,1704694484
332,badger,64.8,-147.5333,-8.9,84,75,0.0,US,1704694484
333,mandalgovi,45.7625,106.2708,-11.07,72,88,4.52,MN,1704694485
334,yakutsk,62.0339,129.7331,-46.69,63,100,1.0,RU,1704694486
335,kingston,17.997,-76.7936,25.53,83,20,3.09,JM,1704694486
336,fairfax,38.8501,-77.3497,4.9,65,75,4.12,US,1704694227
337,cabedelo,-6.9811,-34.8339,24.37,80,0,3.58,BR,1704694488
338,barah,13.7,30.3667,19.89,27,13,4.57,SD,1704694227
339,chegdomyn,51.1167,133.0167,-23.75,87,87,0.79,RU,1704694489
340,guanica,17.9716,-66.908,22.89,1,2,2.07,PR,1704694490
341,beau vallon,-20.4189,57.6953,30.12,70,40,4.63,MU,1704694490
342,hirado,33.3597,129.5531,5.82,47,37,2.18,JP,1704694491
343,tucurui,-3.7661,-49.6725,23.17,98,100,1.51,BR,1704694492
344,ebon,4.582,168.6964,28.41,80,97,8.36,MH,1704694492
345,alice springs,-23.7,133.8833,33.45,38,21,3.13,AU,1704694493
346,inderbor,48.55,51.7833,-10.31,62,100,5.7,KZ,1704694494
347,carutapera,-1.195,-46.02,24.82,91,100,2.45,BR,1704694494
348,buon ma thuot,12.6667,108.05,29.91,45,92,3.1,VN,1704694495
349,kamina,-8.7386,24.9906,18.61,98,100,0.83,CD,1704694496
350,kachug,53.9606,105.8817,-14.42,91,80,0.89,RU,1704694496
351,tamandare,-8.7597,-35.1047,24.84,86,10,2.8,BR,1704694497
352,prado,-17.3411,-39.2208,24.28,92,99,1.47,BR,1704694498
353,fortuna,40.5982,-124.1573,5.92,95,100,0.0,US,1704694498
354,kapit,2.0167,112.9333,30.9,71,100,0.17,MY,1704694499
355,el calafate,-50.3408,-72.2768,6.58,62,96,5.2,AR,1704694500
356,kansk,56.2017,95.7175,-13.35,91,85,1.43,RU,1704694428
357,glace bay,46.1969,-59.957,-2.23,82,75,10.29,CA,1704694501
358,polyarnyy,69.1989,33.4478,-4.57,79,100,9.38,RU,1704694502
359,geraldton,-28.7667,114.6,29.23,54,0,8.75,AU,1704694503
360,miri,4.4148,114.0089,31.08,74,40,2.57,MY,1704694504
361,namibe,-15.1961,12.1522,23.24,79,93,3.75,AO,1704694504
362,baukau,51.5526,7.2042,-1.4,77,85,2.68,DE,1704694505
363,tombodu,8.1333,-10.6167,19.9,92,13,0.84,SL,1704694506
364,coquimbo,-29.9533,-71.3436,16.85,94,0,1.54,CL,1704694507
365,chibougamau,49.9168,-74.3659,-14.21,85,100,1.03,CA,1704694507
366,aral,40.5156,81.2636,2.17,29,38,0.44,CN,1704694508
367,amos,48.5669,-78.1162,-12.02,98,95,1.37,CA,1704694369
368,nasir,15.5894,32.5634,23.27,35,5,4.76,SD,1704694509
369,katabu,-4.9333,122.5167,29.44,76,99,1.94,ID,1704694510
370,champerico,14.3,-91.9167,24.91,81,22,1.81,GT,1704694511
371,praia da vitoria,38.7333,-27.0667,14.86,88,40,3.37,PT,1704694512
372,dinguiraye,11.3,-10.7167,20.85,20,87,1.45,GN,1704694512
373,ebolowa,2.9,11.15,21.93,85,90,0.47,CM,1704694513
374,asau,46.4333,26.4,-7.49,93,100,3.46,RO,1704694514
375,nova prata,-28.7839,-51.61,20.88,98,79,1.32,BR,1704694439
376,trincomalee,8.5711,81.2335,27.02,84,68,4.64,LK,1704694515
377,ulladulla,-35.35,150.4667,23.06,87,100,3.96,AU,1704694516
378,malpica,43.3228,-8.8105,6.32,92,97,3.17,ES,1704694517
379,luganville,-15.5333,167.1667,28.05,80,86,0.44,VU,1704694518
380,grantsville,40.5999,-112.4644,-3.01,84,100,2.06,US,1704694519
381,pandan,14.0453,124.1694,26.39,88,85,7.14,PH,1704694520
382,boa vista,2.8197,-60.6733,25.99,65,0,5.66,BR,1704694520
383,machico,32.7,-16.7667,21.51,87,40,0.51,PT,1704694521
384,pangoa,-12.1167,-73.0,20.59,98,78,1.12,PE,1704694522
385,sao desiderio,-12.3633,-44.9733,21.93,98,100,1.19,BR,1704694523
386,huarmey,-10.0681,-78.1522,22.22,84,100,2.79,PE,1704694524
387,eilat,29.5581,34.9482,13.91,58,4,2.06,IL,1704694525
388,kota kinabalu,5.9749,116.0724,31.99,74,20,1.54,MY,1704694328
389,tchibanga,-2.85,11.0333,22.04,98,100,1.12,GA,1704694526
390,ode,7.7899,5.7117,20.85,32,0,0.54,NG,1704694527
391,barra,-11.0894,-43.1417,23.92,85,96,1.16,BR,1704694527
392,al khums,32.6486,14.2619,11.56,54,62,8.0,LY,1704694528
